momentum_window,entry_threshold,exit_threshold,adx_trending_threshold,adx_window,weekly_vol_updates,update_frequency,use_regime_scaling,vol_window,vol_percentile_window,sharpe,annual_return,annual_vol,activity_pct,long_pct,short_pct
15,0.01,0.003,20,14,True,5,False,63,252,0.25598522067639107,0.05368626495423993,0.20972408021207023,69.46518668012109,37.699293642785065,31.765893037336024
25,0.008,0.004,18,14,True,5,False,63,252,0.25546134009950594,0.05531106201454841,0.21651441268179342,77.65893037336025,42.300706357214935,35.35822401614531
20,0.012,0.003,25,14,True,5,False,63,252,0.25428783412289524,0.05012881937006892,0.1971341631147091,58.768920282542894,31.786074672048436,26.98284561049445
15,0.008,0.002,20,14,True,5,False,63,252,0.2500915015411805,0.052803299019880685,0.211135919031563,70.95862764883955,38.40565085771948,32.55297679112008
20,0.012,0.002,25,14,True,5,False,63,252,0.24882307651639593,0.04919974571507057,0.19772983440235137,59.21291624621594,31.987891019172555,27.225025227043393
15,0.012,0.003,20,14,True,5,False,63,252,0.24775105256848381,0.05171438897951786,0.20873529473794214,68.2744702320888,37.25529767911201,31.01917255297679
20,0.01,0.003,25,14,True,5,False,63,252,0.24509535724352777,0.04837332606576281,0.19736533000785847,59.43491422805247,32.14934409687184,27.285570131180627
15,0.015,0.003,20,14,True,5,False,63,252,0.24366482183828175,0.05037756642997491,0.20674944396942976,66.7204843592331,36.44803229061554,30.272452068617557
20,0.01,0.002,25,14,True,5,False,63,252,0.2406001401950963,0.047629607546422606,0.1979616782758357,59.919273461150354,32.351160443995965,27.56811301715439
15,0.015,0.002,20,14,True,5,False,63,252,0.2367681638382105,0.049044684327621484,0.2071422252576783,67.32593340060545,36.79112008072654,30.53481331987891
25,0.015,0.004,18,14,True,5,False,63,252,0.23485348188085073,0.050434078141513745,0.2147469892190089,74.77295660948536,40.867810292633706,33.90514631685166
20,0.008,0.003,25,14,True,5,False,63,252,0.2344051912193052,0.046416597125585296,0.1980186397926605,59.95963673057517,32.49243188698285,27.46720484359233
25,0.015,0.005,18,14,True,5,False,63,252,0.23398966747659297,0.05021207600974685,0.21459099690703134,74.53077699293644,40.80726538849647,33.72351160443996
20,0.012,0.004,25,14,True,5,False,63,252,0.23308942024836696,0.04588649738777602,0.19686220566717252,58.30474268415742,31.58425832492432,26.720484359233097
20,0.008,0.002,25,14,True,5,False,63,252,0.22992382213447154,0.04566586039632976,0.19861300135147358,60.423814328960646,32.694248234106965,27.72956609485368
20,0.012,0.005,25,14,True,5,False,63,252,0.22991459517030416,0.04519819608707521,0.19658689372719315,57.84056508577194,31.36226034308779,26.478304742684156
15,0.008,0.003,20,14,True,5,False,63,252,0.22894464815820745,0.04820373739674777,0.2105475615373965,70.41372351160445,38.143289606458126,32.27043390514632
20,0.01,0.004,25,14,True,5,False,63,252,0.2225721938047998,0.043867140767755934,0.1970917391694862,59.011099899091825,31.967709384460143,27.04339051463169
15,0.012,0.004,20,14,True,5,False,63,252,0.22010617431728371,0.045855146826974,0.20833194238737562,67.7295660948537,36.93239152371342,30.79717457114026
15,0.01,0.004,20,14,True,5,False,63,252,0.21958093476965201,0.04594000948397192,0.20921674977003163,68.81937436932391,37.33602421796166,31.48335015136226
20,0.01,0.005,25,14,True,5,False,63,252,0.21576052951714092,0.042468104002739364,0.19682980987199292,58.58728557013117,31.745711402623613,26.84157416750757
25,0.012,0.003,25,14,True,5,False,63,252,0.21529162666476717,0.04248651194236778,0.19734400543372724,59.21291624621594,32.310797174571135,26.902119071644805
25,0.008,0.003,25,14,True,5,False,63,252,0.21410825169899156,0.042402430452767405,0.1980420190081218,60.34308779011099,32.815338042381434,27.52774974772957
20,0.008,0.004,25,14,True,5,False,63,252,0.21178463096227462,0.04188207155062592,0.19775784182416153,59.55600403632694,32.33097880928355,27.225025227043393
25,0.01,0.003,25,14,True,5,False,63,252,0.20995437535868472,0.04152475334675999,0.19777989039675584,59.899091826437946,32.67406659939455,27.225025227043393
25,0.015,0.003,25,14,True,5,False,63,252,0.20936780945394287,0.04123234310602619,0.19693735734048726,58.446014127144295,31.84661957618567,26.59939455095863
20,0.015,0.003,25,14,True,5,False,63,252,0.20868424868462254,0.040882861453785745,0.19590774920233983,57.90110998990918,31.281533804238144,26.61957618567104
15,0.015,0.004,20,14,True,5,False,63,252,0.20784151553705305,0.04288416147743084,0.20633106608475268,66.11503531786074,36.064581231079714,30.05045408678103
25,0.01,0.002,25,14,True,5,False,63,252,0.20684660321030932,0.040983120968076436,0.19813291749542167,60.24217961654894,32.85570131180626,27.386478304742685
20,0.008,0.005,25,14,True,5,False,63,252,0.20600191751603053,0.040684258136380186,0.19749456037570257,59.112008072653886,32.08879919273461,27.023208879919274
25,0.008,0.002,25,14,True,5,False,63,252,0.20562337080825077,0.04080787778468491,0.19845933671975124,60.74672048435923,33.01715438950555,27.72956609485368
25,0.015,0.002,25,14,True,5,False,63,252,0.20533428766165285,0.04054288821771507,0.19744821324980616,58.86982845610495,32.08879919273461,26.781029263370332
25,0.012,0.002,25,14,True,5,False,63,252,0.20448715032041603,0.04043729225919975,0.19774979599372158,59.55600403632694,32.49243188698285,27.063572149344097
15,0.01,0.002,18,14,True,5,False,63,252,0.2006788581547303,0.043228055298632884,0.21540911532047174,75.09586276488396,40.40363269424823,34.69223007063572
20,0.015,0.002,25,14,True,5,False,63,252,0.19904870585951134,0.039111374144441,0.19649147667428607,58.38546922300706,31.523713420787086,26.861755802219978
25,0.012,0.005,25,14,True,5,False,63,252,0.19395304040495812,0.038186101262338124,0.19688323102648286,58.84964682139253,32.10898082744703,26.740665993945512
20,0.015,0.004,25,14,True,5,False,63,252,0.1933752969032445,0.03784455481991686,0.19570521894972145,57.45711402623612,31.099899091826437,26.35721493440969
15,0.008,0.004,20,14,True,5,False,63,252,0.19304510292996022,0.04054752704015368,0.21004172820102548,69.78809283551968,37.78002018163471,32.008072653884966
15,0.01,0.002,22,14,True,5,False,63,252,0.19225096302197014,0.039528330089207635,0.20560796922869198,65.6912209889001,35.56004036326942,30.131180625630677
25,0.012,0.004,25,14,True,5,False,63,252,0.19122890748517057,0.03766418369394033,0.19695863030991337,58.99091826437941,32.16952573158426,26.82139253279516
20,0.015,0.005,25,14,True,5,False,63,252,0.18973081143967396,0.03704407032396127,0.19524541134289963,56.912209889001005,30.79717457114026,26.115035317860745
15,0.012,0.002,18,14,True,5,False,63,252,0.18950229399324423,0.0406141404468032,0.21432004642778152,73.7638748738648,39.919273461150354,33.84460141271443
25,0.015,0.005,25,14,True,5,False,63,252,0.18709847312813344,0.03676056864517038,0.19647711726645198,58.1029263370333,31.664984863773967,26.437941473259336
25,0.008,0.004,25,14,True,5,False,63,252,0.18542404390854472,0.03663504232290457,0.19757438976454314,60.06054490413724,32.65388496468214,27.406659939455096
25,0.015,0.004,25,14,True,5,False,63,252,0.1852445585533057,0.03641001485759874,0.1965510627785671,58.224016145307765,31.70534813319879,26.518668012108982
15,0.012,0.002,22,14,True,5,False,63,252,0.18499918492565395,0.03784895281023317,0.2045898354927543,64.56104944500505,35.15640766902119,29.404641775983855
15,0.01,0.003,18,14,True,5,False,63,252,0.18478540438792024,0.03965995932794364,0.21462712089903724,74.34914228052473,40.0,34.349142280524724
25,0.008,0.005,25,14,True,5,False,63,252,0.18383778624138028,0.036301236771308705,0.19746341333573791,59.899091826437946,32.573158425832496,27.32593340060545
15,0.015,0.003,18,14,True,5,False,63,252,0.1817620405102192,0.038452466923865954,0.2115538910980923,71.12008072653884,38.46619576185671,32.65388496468214
25,0.01,0.004,25,14,True,5,False,63,252,0.18002751780677578,0.03552203358067067,0.19731446621841783,59.636730575176585,32.51261352169526,27.124117053481335
15,0.012,0.003,18,14,True,5,False,63,252,0.17915878231343527,0.038271376546508175,0.2136170834179541,73.03733602421796,39.51564076690212,33.52169525731584
25,0.01,0.005,25,14,True,5,False,63,252,0.1784362715952621,0.03518822802907481,0.1972033360397177,59.47527749747729,32.43188698284561,27.04339051463169
15,0.008,0.002,18,14,True,5,False,63,252,0.17624259428746233,0.03809199074948296,0.21613385177111397,76.04439959636731,40.80726538849647,35.23713420787084
15,0.015,0.002,18,14,True,5,False,63,252,0.17355452050986506,0.03679479867797617,0.21200714662966505,71.84661957618566,38.890010090817356,32.95660948536832
15,0.01,0.003,22,14,True,5,False,63,252,0.17310501300291148,0.035462920006233044,0.2048636223240779,65.10595358224016,35.257315842583246,29.848637739656915
15,0.01,0.002,25,14,True,5,False,63,252,0.17256968678403048,0.03389338657450186,0.19640405685454568,58.52674066599395,31.26135216952573,27.265388496468212
15,0.012,0.005,20,14,True,5,False,63,252,0.17202990810768878,0.035580478998215447,0.20682728596205763,67.10393541876893,36.48839556004037,30.615539858728557
15,0.012,0.002,25,14,True,5,False,63,252,0.17132384633085596,0.033487056630588916,0.19546056983754398,57.61856710393541,30.958627648839553,26.65993945509586
15,0.012,0.003,22,14,True,5,False,63,252,0.17082681131795052,0.03483678124659685,0.20393040751522942,64.01614530776993,34.87386478304742,29.1422805247225
15,0.012,0.003,25,14,True,5,False,63,252,0.1649875915094076,0.032167123185287784,0.19496692382138098,57.174571140262366,30.696266397578203,26.478304742684156
15,0.008,0.002,22,14,True,5,False,63,252,0.16341163551423313,0.03368887288081676,0.20615957226547962,66.3572149344097,35.8627648839556,30.494450050454088
15,0.015,0.005,20,14,True,5,False,63,252,0.16259194385441494,0.033296735793660256,0.20478711924050924,65.46922300706358,35.56004036326942,29.909182643794146
15,0.015,0.003,22,14,True,5,False,63,252,0.1622131016344521,0.03277287216936859,0.20203591349373493,62.56306760847629,34.10696266397578,28.456104944500503
15,0.01,0.003,25,14,True,5,False,63,252,0.16025795039495735,0.03138193535950943,0.19582139470877002,58.06256306760847,30.99899091826438,27.063572149344097
15,0.015,0.002,22,14,True,5,False,63,252,0.16014702654426985,0.03241581385420736,0.20241283621489264,63.08779011099899,34.38950554994955,28.698284561049448
15,0.01,0.005,20,14,True,5,False,63,252,0.15784109832669177,0.03271586106539922,0.20727086552379112,68.0928355196771,36.83148335015136,31.26135216952573
15,0.012,0.004,18,14,True,5,False,63,252,0.15419441415039484,0.03287686657893895,0.21321697520684646,72.41170534813321,39.15237134207871,33.259334006054495
15,0.008,0.003,18,14,True,5,False,63,252,0.15398974036963703,0.03318601300249914,0.2155079482752515,75.39858728557013,40.484359233097884,34.914228052472254
15,0.012,0.004,22,14,True,5,False,63,252,0.153325760297608,0.03121498796899662,0.2035860634795339,63.6125126135217,34.631685166498485,28.98082744702321
15,0.012,0.004,25,14,True,5,False,63,252,0.15267625214968553,0.029723900809254803,0.19468581649563388,56.87184661957618,30.5146316851665,26.35721493440969
15,0.008,0.002,25,14,True,5,False,63,252,0.15152490142590092,0.029807195012102137,0.19671482859652956,59.07164480322906,31.503531786074674,27.56811301715439
15,0.01,0.004,18,14,True,5,False,63,252,0.15121285395480163,0.03237843604265027,0.2141248921360109,73.6226034308779,39.59636730575177,34.02623612512613
15,0.015,0.004,18,14,True,5,False,63,252,0.1497143094356642,0.03160891461997709,0.21112821305541404,70.45408678102928,38.042381432896065,32.4117053481332
15,0.01,0.004,22,14,True,5,False,63,252,0.14653814598490314,0.029954113410908673,0.20441171279725792,64.60141271442987,34.974772956609485,29.626639757820385
15,0.01,0.004,25,14,True,5,False,63,252,0.1449153657626481,0.028332247307471678,0.19550892452547855,57.67911200807265,30.79717457114026,26.88193743693239
15,0.015,0.003,25,14,True,5,False,63,252,0.14057954121447433,0.027152210030198586,0.19314481890913263,55.92330978809284,30.03027245206862,25.893037336024214
15,0.015,0.002,25,14,True,5,False,63,252,0.13955478852019726,0.027007159583127927,0.19352370398396815,56.3673057517659,30.29263370332997,26.07467204843592
15,0.008,0.003,22,14,True,5,False,63,252,0.13759059265941384,0.028285581021547605,0.20557787036766811,65.8728557013118,35.64076690211907,30.232088799192734
15,0.015,0.004,22,14,True,5,False,63,252,0.1348062615281087,0.027186554609356053,0.2016713044422446,62.07870837537841,33.784056508577194,28.294651866801214
15,0.008,0.003,25,14,True,5,False,63,252,0.13223463031500363,0.02595786202081514,0.19630154339282715,58.708375378405655,31.321897073662967,27.386478304742685
15,0.008,0.005,20,14,True,5,False,63,252,0.13129788575619109,0.02732337862158097,0.20810219802258006,69.06155398587286,37.27547931382442,31.786074672048436
15,0.015,0.004,25,14,True,5,False,63,252,0.12257895156636224,0.02364348654275636,0.19288373934211833,55.56004036326942,29.788092835519674,25.77194752774975
15,0.008,0.004,18,14,True,5,False,63,252,0.11990733211293744,0.025781205607666037,0.2150094173005486,74.71241170534813,40.080726538849646,34.631685166498485
15,0.008,0.004,25,14,True,5,False,63,252,0.11688469807298257,0.022908173968777385,0.19598950372848267,58.32492431886983,31.120080726538852,27.20484359233098
15,0.008,0.004,22,14,True,5,False,63,252,0.11103755253097401,0.022776774426223226,0.20512676934111665,65.36831483350151,35.35822401614531,30.010090817356204
15,0.012,0.005,25,14,True,5,False,63,252,0.10661136148197303,0.02058792536873237,0.19311192618259168,56.40766902119072,30.211907164480323,26.19576185671039
15,0.012,0.005,22,14,True,5,False,63,252,0.10392630084312383,0.02099826770510586,0.20204960183084575,63.08779011099899,34.288597376387486,28.799192734611506
15,0.012,0.005,18,14,True,5,False,63,252,0.10158345382253955,0.021505041402696993,0.21169826968341776,71.7255297679112,38.68819374369324,33.037336024217964
15,0.015,0.005,18,14,True,5,False,63,252,0.09984373156265838,0.020924331588723102,0.20957080891544738,69.74772956609485,37.51765893037336,32.23007063572149
15,0.015,0.005,22,14,True,5,False,63,252,0.08824347708749646,0.017657076490453266,0.20009497668530973,61.53380423814328,33.380423814328964,28.15338042381433
15,0.01,0.005,18,14,True,5,False,63,252,0.0851051200091179,0.01805713027659416,0.21217442939578227,72.83551967709384,39.07164480322906,33.763874873864786
15,0.01,0.005,25,14,True,5,False,63,252,0.08332207062305917,0.016119637011526848,0.19346179098753435,57.13420787083754,30.433905146316853,26.700302724520686
15,0.01,0.005,22,14,True,5,False,63,252,0.08293522559645428,0.01678791255720376,0.20242197976153445,63.97578203834511,34.57114026236125,29.404641775983855
15,0.015,0.005,25,14,True,5,False,63,252,0.07944203362891117,0.015194753247221898,0.19126843250513298,55.07568113017154,29.424823410696266,25.65085771947528
15,0.008,0.005,25,14,True,5,False,63,252,0.05514709694637664,0.010695563672832559,0.19394608719353987,57.78002018163472,30.756811301715437,27.023208879919274
15,0.008,0.005,18,14,True,5,False,63,252,0.05412805425424264,0.011531167984987292,0.21303496207021813,73.88496468213926,39.55600403632694,34.32896064581231
15,0.008,0.005,22,14,True,5,False,63,252,0.04730958837316125,0.009610573572518316,0.20314219385536653,64.74268415741675,34.95459132189707,29.788092835519674
